similarity,feature
0.6169672608375549,0
0.5919623374938965,1
0.5909886360168457,1
0.6457264423370361,1
0.5781204104423523,1
0.5283072590827942,0
0.5060393810272217,0
0.49364036321640015,0
0.5381641387939453,0
0.5318139791488647,0
0.566869854927063,1
0.5364264249801636,1
0.6208921670913696,1
0.5220547914505005,0
0.5318847894668579,0
0.4992212653160095,0
0.505797266960144,0
0.5715720057487488,1
0.5691823959350586,1
0.6469261646270752,1
0.7485690116882324,1
0.4845160245895386,0
0.5386776924133301,1
0.5577588081359863,1
0.6118805408477783,1
0.5032942295074463,0
0.6462146043777466,1
0.5696080923080444,0
0.5204585790634155,1
0.5168074369430542,0
0.5207749605178833,1
0.4866331219673157,0
0.6481679081916809,1
0.6979169845581055,1
0.5273234844207764,1
0.6914697885513306,1
0.5028985738754272,0
0.5509036779403687,0
0.47416359186172485,0
0.6604165434837341,1
0.6547055244445801,1
0.607336163520813,0
0.6288506388664246,1
0.5911967754364014,1
0.6363856792449951,1
0.5628725290298462,0
0.5277349948883057,0
0.6503875851631165,0
0.7439419031143188,1
0.5596209764480591,1
0.5156130790710449,0
0.682014524936676,1
0.5714302062988281,1
0.6475510597229004,1
0.6603027582168579,1
0.6002172231674194,1
0.5847393274307251,0
0.6487308740615845,1
0.6038329601287842,1
0.5057960748672485,0
0.5274384617805481,0
0.5272535681724548,0
0.5658406019210815,1
